event_id,continent,country,region,latitude,longitude,event_type,depth_km,magnitude,plate_involved_1,plate_involved_2,movement_type,velocity_mm_per_year,impact_summary,source_url,date_observed
EVT20010625_0256,Australia,USA,Region_75,-76.3404,-161.7452,Delamination,582.74,4.1,Pacific Plate,Eurasian Plate,Transform,49.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-06-25
EVT20130112_0257,Antarctica,Chile,Region_75,-39.0187,-79.9357,Transform Fault,359.87,4.2,Eurasian Plate,Arabian Plate,Transform,44.75,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-01-12
EVT20150509_0258,South America,Chile,Region_87,24.2231,-18.0508,Delamination,289.57,4.5,Arabian Plate,Indian Plate,Divergent,82.32,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-05-09
EVT20030306_0259,Australia,India,Region_40,8.5693,146.3214,Delamination,17.17,8.0,African Plate,Eurasian Plate,Transform,24.78,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-03-06
EVT20011015_0260,Europe,USA,Region_31,-21.2277,-132.5809,Subduction Zone,367.37,6.9,Eurasian Plate,Indian Plate,Convergent,48.62,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-10-15
EVT20100110_0261,Europe,Ethiopia,Region_56,-37.1159,20.27,Convergent Zone,616.96,7.1,Pacific Plate,Arabian Plate,Divergent,27.6,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-01-10
EVT20181012_0262,Africa,India,Region_3,52.5439,61.5591,Rift,683.24,9.4,Arabian Plate,North American Plate,Transform,20.07,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-10-12
EVT20130815_0263,North America,India,Region_53,-46.7466,149.4985,Subduction Zone,350.57,4.1,African Plate,African Plate,Convergent,60.21,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-08-15
EVT20120822_0264,Australia,Ethiopia,Region_78,11.9962,87.8743,Rift,500.29,6.6,North American Plate,North American Plate,Divergent,81.5,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-08-22
EVT20130807_0265,Antarctica,China,Region_45,-12.3876,-141.1199,Delamination,229.41,9.4,North American Plate,Arabian Plate,Divergent,90.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-08-07
EVT20070703_0266,South America,USA,Region_12,81.5246,-46.9162,Rift,29.12,8.3,Arabian Plate,Arabian Plate,Transform,20.87,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-07-03
EVT20110822_0267,Asia,Chile,Region_65,51.0605,84.7251,Rift,109.93,4.3,African Plate,Arabian Plate,Divergent,29.17,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-08-22
EVT20050911_0268,Antarctica,Turkey,Region_34,50.466,-145.6515,Delamination,493.78,6.0,Indian Plate,North American Plate,Convergent,15.76,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-09-11
EVT20120727_0269,Asia,Chile,Region_5,12.5358,-114.5868,Rift,280.28,7.0,Pacific Plate,Indian Plate,Convergent,99.82,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-07-27
EVT20190420_0270,Australia,Chile,Region_77,48.5906,-156.5879,Convergent Zone,581.96,8.6,Indian Plate,Pacific Plate,Divergent,33.43,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-04-20
EVT20110411_0271,Asia,USA,Region_67,29.0771,74.6644,Convergent Zone,386.02,4.1,Pacific Plate,African Plate,Divergent,40.75,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-04-11
EVT20240429_0272,Europe,Indonesia,Region_20,-27.0145,-13.6574,Convergent Zone,547.68,8.7,Eurasian Plate,Pacific Plate,Divergent,52.74,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-04-29
EVT20030925_0273,Australia,Turkey,Region_33,84.5883,130.0002,Convergent Zone,372.49,5.0,North American Plate,Eurasian Plate,Transform,87.88,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-09-25
EVT20210612_0274,Australia,USA,Region_26,-7.269,-156.2523,Convergent Zone,10.26,7.2,African Plate,Indian Plate,Convergent,30.92,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-06-12
EVT20020304_0275,Europe,Japan,Region_45,15.4901,-142.4689,Rift,211.71,9.2,African Plate,Arabian Plate,Convergent,41.53,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-03-04
EVT20240302_0276,Antarctica,China,Region_22,-65.1402,-126.4891,Delamination,141.02,5.6,Indian Plate,Pacific Plate,Divergent,14.73,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-03-02
EVT20050131_0277,South America,China,Region_16,-27.6582,-73.7185,Subduction Zone,183.84,4.9,Arabian Plate,North American Plate,Transform,71.84,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-01-31
EVT20211028_0278,South America,Indonesia,Region_1,71.1422,37.8974,Subduction Zone,535.84,4.5,African Plate,Arabian Plate,Transform,82.45,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-10-28
EVT20150508_0279,Africa,Turkey,Region_15,66.2416,28.7422,Transform Fault,177.37,8.1,North American Plate,Pacific Plate,Divergent,39.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-05-08
EVT20020827_0280,Asia,Turkey,Region_84,-76.9075,78.0147,Rift,632.95,8.0,Indian Plate,North American Plate,Convergent,44.74,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-08-27
EVT20220311_0281,South America,Chile,Region_5,-73.7243,-61.1289,Convergent Zone,274.92,8.7,Pacific Plate,Pacific Plate,Transform,63.21,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-03-11
EVT20160422_0282,South America,India,Region_73,-19.747,33.2333,Delamination,490.58,6.6,African Plate,Pacific Plate,Divergent,72.53,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-04-22
EVT20151113_0283,Antarctica,Chile,Region_25,-3.0773,-102.8198,Delamination,355.34,8.5,North American Plate,North American Plate,Divergent,14.24,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-11-13
EVT20170505_0284,Asia,Ethiopia,Region_26,-53.4411,18.1259,Rift,679.79,8.7,Arabian Plate,Indian Plate,Divergent,39.15,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-05-05
EVT20110213_0285,Asia,Turkey,Region_24,19.6724,-46.4053,Subduction Zone,98.78,5.5,African Plate,African Plate,Transform,70.47,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-02-13
EVT20090624_0286,Antarctica,Chile,Region_20,33.7629,137.4212,Rift,495.82,5.0,Indian Plate,Eurasian Plate,Transform,17.19,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-06-24
EVT20140518_0287,Europe,Japan,Region_28,83.502,12.7353,Subduction Zone,76.04,7.3,Indian Plate,Arabian Plate,Divergent,82.89,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-05-18
EVT20101015_0288,Europe,India,Region_4,-69.8388,92.3381,Rift,90.86,6.5,Arabian Plate,Pacific Plate,Convergent,80.03,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-10-15
EVT20070426_0289,South America,Chile,Region_17,69.2563,-47.4424,Convergent Zone,24.51,7.1,Arabian Plate,Indian Plate,Transform,45.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-04-26
EVT20070219_0290,Antarctica,India,Region_7,74.1676,-147.8298,Delamination,511.47,8.6,African Plate,Eurasian Plate,Transform,94.37,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-02-19
EVT20170622_0291,Antarctica,Ethiopia,Region_60,-89.9449,-165.5194,Transform Fault,699.25,7.1,Eurasian Plate,African Plate,Divergent,30.8,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-06-22
EVT20010529_0292,South America,China,Region_67,-55.651,-51.2743,Convergent Zone,472.63,5.2,Indian Plate,Arabian Plate,Convergent,61.49,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2001-05-29
EVT20180707_0293,North America,Indonesia,Region_81,-59.8656,-64.7486,Subduction Zone,210.33,4.0,Pacific Plate,North American Plate,Transform,47.13,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-07-07
EVT20091006_0294,Australia,Indonesia,Region_54,45.7912,-107.5283,Delamination,618.34,8.3,North American Plate,Pacific Plate,Convergent,72.82,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-10-06
EVT20150612_0295,Antarctica,India,Region_79,68.4817,69.8461,Rift,94.29,8.5,Eurasian Plate,African Plate,Convergent,54.07,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-06-12
EVT20080119_0296,Africa,China,Region_60,0.0087,-27.6937,Subduction Zone,344.81,5.6,Pacific Plate,African Plate,Convergent,66.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-01-19
EVT20120317_0297,North America,Ethiopia,Region_9,-73.841,-177.1019,Subduction Zone,398.71,7.1,North American Plate,Arabian Plate,Divergent,54.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-03-17
EVT20021127_0298,Europe,Ethiopia,Region_53,-11.7649,43.5144,Convergent Zone,574.04,9.5,North American Plate,Indian Plate,Transform,69.71,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-11-27
EVT20070310_0299,South America,USA,Region_94,-44.4752,-79.7813,Delamination,222.02,7.2,Arabian Plate,Pacific Plate,Divergent,57.32,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-03-10
EVT20080518_0300,Australia,Indonesia,Region_29,-84.9597,-23.3106,Convergent Zone,638.27,5.0,North American Plate,Pacific Plate,Divergent,22.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-05-18
EVT20091005_0301,Asia,Turkey,Region_40,-26.4425,128.3472,Delamination,589.67,9.2,North American Plate,North American Plate,Transform,72.39,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-10-05
EVT20021003_0302,South America,Indonesia,Region_39,52.4453,-171.3778,Transform Fault,456.48,5.3,Arabian Plate,Eurasian Plate,Divergent,60.26,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-10-03
EVT20130709_0303,South America,Japan,Region_42,7.7149,-172.2184,Subduction Zone,609.17,9.5,Indian Plate,Eurasian Plate,Divergent,99.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-07-09
EVT20150421_0304,Asia,Indonesia,Region_100,8.1116,-179.4653,Delamination,504.92,5.3,Eurasian Plate,North American Plate,Divergent,70.83,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-04-21
EVT20090308_0305,South America,China,Region_7,50.4169,135.4955,Rift,95.7,9.5,Arabian Plate,Arabian Plate,Convergent,7.95,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-03-08
EVT20110423_0306,Australia,India,Region_78,-20.5302,138.4239,Rift,405.41,4.3,Pacific Plate,Indian Plate,Transform,38.9,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-04-23
EVT20090309_0307,Asia,Chile,Region_85,8.7493,-102.5058,Transform Fault,329.62,6.9,North American Plate,Eurasian Plate,Transform,90.51,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-03-09
EVT20231201_0308,South America,Turkey,Region_93,73.4716,63.1357,Transform Fault,563.19,7.1,Indian Plate,Indian Plate,Convergent,8.65,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-12-01
EVT20100823_0309,Asia,USA,Region_50,17.0792,68.2308,Transform Fault,517.58,5.2,Arabian Plate,African Plate,Convergent,75.34,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-08-23
EVT20031121_0310,Antarctica,India,Region_38,-66.9224,170.4167,Subduction Zone,492.44,4.5,Eurasian Plate,Indian Plate,Convergent,74.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-11-21
EVT20180314_0311,Asia,Japan,Region_84,-43.0663,-68.4476,Convergent Zone,329.13,4.3,African Plate,Eurasian Plate,Divergent,30.81,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-03-14
EVT20081030_0312,North America,China,Region_1,79.3934,-87.4013,Subduction Zone,499.78,7.2,North American Plate,Pacific Plate,Divergent,64.85,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-10-30
EVT20200214_0313,Europe,Ethiopia,Region_38,0.5779,-118.1875,Transform Fault,675.08,8.0,Pacific Plate,Pacific Plate,Transform,74.53,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-02-14
EVT20170406_0314,Australia,USA,Region_35,-67.3615,147.5951,Rift,456.65,9.4,African Plate,North American Plate,Convergent,59.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-04-06
EVT20050322_0315,Asia,China,Region_36,-23.9775,-99.3579,Rift,251.98,8.5,African Plate,Eurasian Plate,Transform,60.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-03-22
EVT20110401_0316,Australia,Indonesia,Region_83,-62.804,24.1874,Subduction Zone,29.4,4.7,Indian Plate,North American Plate,Convergent,30.95,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-04-01
EVT20210608_0317,Australia,Turkey,Region_75,-74.6284,106.3549,Convergent Zone,501.52,5.5,African Plate,Pacific Plate,Divergent,60.96,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-06-08
EVT20050518_0318,Africa,Japan,Region_80,78.2598,-84.2315,Delamination,48.75,6.2,Arabian Plate,Pacific Plate,Transform,7.39,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-05-18
EVT20100717_0319,North America,Ethiopia,Region_98,-54.2265,59.3317,Transform Fault,416.08,4.0,African Plate,African Plate,Divergent,44.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-07-17
EVT20200523_0320,Antarctica,Indonesia,Region_79,12.6676,-139.7785,Transform Fault,325.25,5.4,Pacific Plate,Arabian Plate,Transform,40.09,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-05-23
EVT20240525_0321,Antarctica,Chile,Region_26,32.7719,-0.172,Rift,425.77,7.1,North American Plate,Arabian Plate,Divergent,67.02,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-05-25
EVT20240601_0322,South America,China,Region_75,63.1824,120.9556,Subduction Zone,419.46,6.8,North American Plate,Indian Plate,Convergent,85.11,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2024-06-01
EVT20170801_0323,South America,China,Region_22,69.0891,56.3129,Delamination,496.44,4.5,Indian Plate,African Plate,Divergent,41.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-08-01
EVT20121230_0324,Asia,Chile,Region_22,5.7125,125.6381,Subduction Zone,75.12,8.6,Arabian Plate,Pacific Plate,Convergent,51.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-12-30
EVT20230628_0325,Antarctica,Turkey,Region_73,61.0416,-76.7587,Transform Fault,322.67,6.0,Arabian Plate,African Plate,Transform,19.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-06-28
EVT20091114_0326,Africa,USA,Region_20,38.4584,-28.1075,Rift,178.3,7.5,Eurasian Plate,African Plate,Transform,87.03,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-11-14
EVT20061230_0327,North America,Turkey,Region_6,46.7237,162.0967,Delamination,516.53,8.8,African Plate,African Plate,Convergent,13.46,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2006-12-30
EVT20131214_0328,South America,India,Region_80,27.9364,-14.2694,Subduction Zone,254.86,5.0,Eurasian Plate,North American Plate,Transform,96.48,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-12-14
EVT20020518_0329,South America,China,Region_88,40.8861,-130.3298,Rift,670.49,7.1,Arabian Plate,Indian Plate,Divergent,59.83,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-05-18
EVT20110211_0330,Africa,USA,Region_9,41.2387,4.7377,Transform Fault,479.89,6.5,Pacific Plate,African Plate,Transform,7.37,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-02-11
EVT20140611_0331,North America,Chile,Region_9,70.9414,-115.7145,Delamination,365.38,8.5,African Plate,African Plate,Convergent,43.9,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-06-11
EVT20030517_0332,Australia,Turkey,Region_12,-77.2684,-37.1387,Delamination,573.98,5.1,Eurasian Plate,Indian Plate,Divergent,19.54,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-05-17
EVT20210408_0333,Antarctica,India,Region_91,-2.4057,-39.9289,Rift,498.01,9.4,Pacific Plate,Pacific Plate,Convergent,96.23,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-04-08
EVT20130821_0334,Antarctica,Turkey,Region_76,-20.1935,35.9772,Delamination,80.46,5.9,Indian Plate,African Plate,Divergent,80.52,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-08-21
EVT20140625_0335,South America,USA,Region_17,81.1084,152.7452,Subduction Zone,317.52,8.8,Arabian Plate,Indian Plate,Convergent,71.22,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-06-25
EVT20150731_0336,Antarctica,Ethiopia,Region_15,-51.3834,140.374,Transform Fault,660.71,8.7,Eurasian Plate,Arabian Plate,Transform,33.72,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2015-07-31
EVT20120621_0337,Australia,Chile,Region_58,10.6584,95.1333,Delamination,53.76,7.6,African Plate,Pacific Plate,Transform,8.63,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2012-06-21
EVT20031226_0338,South America,Indonesia,Region_14,88.1765,124.8493,Transform Fault,219.7,9.2,Eurasian Plate,Pacific Plate,Divergent,83.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2003-12-26
EVT20000603_0339,Europe,India,Region_32,25.8053,-92.7749,Subduction Zone,335.51,7.4,Pacific Plate,African Plate,Divergent,49.77,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-06-03
EVT20161009_0340,Asia,India,Region_68,61.8588,61.6572,Convergent Zone,288.76,5.5,African Plate,Pacific Plate,Transform,28.46,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-10-09
EVT20100106_0341,Antarctica,Chile,Region_47,-68.3659,94.1445,Transform Fault,481.75,5.6,Indian Plate,North American Plate,Transform,43.84,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-01-06
EVT20020207_0342,Europe,Turkey,Region_43,-65.0498,-143.8565,Transform Fault,370.93,4.8,North American Plate,Pacific Plate,Divergent,13.0,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-02-07
EVT20220920_0343,Antarctica,Chile,Region_29,-26.6235,-9.8887,Transform Fault,278.96,8.0,Arabian Plate,African Plate,Convergent,41.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-09-20
EVT20130327_0344,Australia,Turkey,Region_71,-2.5246,149.6995,Subduction Zone,369.1,7.7,African Plate,Arabian Plate,Transform,93.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2013-03-27
EVT20180912_0345,South America,Indonesia,Region_38,58.1372,-75.4308,Delamination,71.1,6.1,African Plate,African Plate,Divergent,92.07,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-09-12
EVT20171115_0346,Asia,Ethiopia,Region_10,64.005,-113.4067,Convergent Zone,279.96,5.3,North American Plate,North American Plate,Divergent,6.88,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-11-15
EVT20141013_0347,North America,Turkey,Region_52,-36.0413,28.5799,Delamination,38.56,8.6,African Plate,Arabian Plate,Convergent,68.64,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-10-13
EVT20210110_0348,Australia,Japan,Region_82,-38.0704,15.8387,Rift,42.27,4.7,Indian Plate,Arabian Plate,Transform,75.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-01-10
EVT20180223_0349,Africa,Chile,Region_68,-45.9999,-65.4081,Subduction Zone,565.66,7.7,North American Plate,Indian Plate,Convergent,32.23,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-02-23
EVT20110705_0350,Australia,Turkey,Region_56,47.0125,-127.0555,Delamination,405.55,7.1,African Plate,Eurasian Plate,Transform,31.6,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2011-07-05
EVT20070822_0351,Australia,Chile,Region_83,-44.4086,167.492,Subduction Zone,80.21,7.8,Eurasian Plate,North American Plate,Transform,60.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-08-22
EVT20100210_0352,Europe,Ethiopia,Region_23,68.5169,-76.4089,Delamination,540.2,7.2,Eurasian Plate,Indian Plate,Divergent,82.83,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-02-10
EVT20210902_0353,Australia,India,Region_77,4.6644,-0.6365,Rift,355.13,7.8,Pacific Plate,African Plate,Transform,34.97,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-09-02
EVT20200321_0354,Australia,Indonesia,Region_48,34.4149,-128.9585,Delamination,564.57,8.0,Pacific Plate,Arabian Plate,Convergent,42.18,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2020-03-21
EVT20090514_0355,Antarctica,Chile,Region_13,48.3682,-24.9488,Subduction Zone,96.5,7.6,Indian Plate,Arabian Plate,Convergent,88.55,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2009-05-14
EVT20100530_0356,South America,China,Region_27,-27.0816,-69.8786,Subduction Zone,83.57,5.7,African Plate,Indian Plate,Divergent,21.01,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-05-30
EVT20071109_0357,Africa,Ethiopia,Region_58,66.6337,76.4202,Subduction Zone,615.66,4.4,Pacific Plate,African Plate,Transform,50.84,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2007-11-09
EVT20040504_0358,Europe,China,Region_67,73.3864,-24.8292,Subduction Zone,560.91,7.4,Indian Plate,Arabian Plate,Transform,40.97,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-05-04
EVT20230812_0359,Antarctica,Japan,Region_1,53.8054,-26.1267,Delamination,419.22,4.9,Arabian Plate,North American Plate,Divergent,53.2,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-08-12
EVT20180310_0360,Europe,China,Region_67,63.1569,-152.5715,Delamination,433.6,7.4,Arabian Plate,Eurasian Plate,Convergent,52.04,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2018-03-10
EVT20170606_0361,Africa,Turkey,Region_71,-52.9429,-44.5067,Delamination,366.46,4.5,North American Plate,Arabian Plate,Convergent,16.39,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2017-06-06
EVT20040405_0362,Europe,India,Region_84,39.6867,141.7155,Rift,341.76,9.0,Pacific Plate,North American Plate,Convergent,92.44,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-04-05
EVT20140321_0363,Antarctica,Turkey,Region_92,48.4368,134.9271,Rift,309.67,4.5,Eurasian Plate,North American Plate,Transform,98.86,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-03-21
EVT20230502_0364,South America,China,Region_66,16.1401,2.9331,Subduction Zone,525.93,6.7,Eurasian Plate,North American Plate,Divergent,66.83,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-05-02
EVT20191113_0365,North America,China,Region_57,43.2439,146.8067,Delamination,427.44,5.7,Indian Plate,Arabian Plate,Convergent,81.34,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2019-11-13
EVT20221229_0366,North America,Ethiopia,Region_39,-70.3886,-99.5115,Convergent Zone,588.36,6.5,North American Plate,Eurasian Plate,Divergent,37.02,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2022-12-29
EVT20080529_0367,Asia,Ethiopia,Region_74,86.4634,84.7977,Transform Fault,632.31,7.6,Pacific Plate,Indian Plate,Convergent,88.87,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-05-29
EVT20210510_0368,Australia,India,Region_81,-4.0682,53.0095,Delamination,367.51,7.4,African Plate,Pacific Plate,Divergent,68.99,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-05-10
EVT20100626_0369,North America,Chile,Region_34,-6.8683,-83.0559,Subduction Zone,139.85,5.9,North American Plate,Eurasian Plate,Divergent,77.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-06-26
EVT20050126_0370,Antarctica,Japan,Region_58,-10.7554,-108.3196,Subduction Zone,629.59,6.1,Pacific Plate,African Plate,Divergent,59.13,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-01-26
EVT20210620_0371,Asia,USA,Region_62,-7.841,22.7705,Convergent Zone,553.28,6.9,Indian Plate,North American Plate,Convergent,91.16,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-06-20
EVT20051101_0372,Antarctica,Chile,Region_64,58.2381,55.04,Delamination,130.29,4.6,Indian Plate,Arabian Plate,Convergent,86.64,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2005-11-01
EVT20100512_0373,Africa,Ethiopia,Region_67,70.5217,11.0906,Delamination,390.48,9.5,Arabian Plate,African Plate,Divergent,11.4,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2010-05-12
EVT20081115_0374,South America,China,Region_53,1.2988,82.1355,Subduction Zone,89.07,7.7,Indian Plate,Eurasian Plate,Divergent,53.47,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2008-11-15
EVT20141101_0375,North America,Turkey,Region_86,65.8107,134.2075,Transform Fault,58.51,5.3,North American Plate,Pacific Plate,Divergent,33.51,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2014-11-01
EVT20000201_0376,North America,Indonesia,Region_100,-1.4953,-73.5328,Transform Fault,474.45,9.4,North American Plate,Arabian Plate,Convergent,98.26,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-02-01
EVT20211123_0377,Asia,Turkey,Region_9,-83.6135,-162.5104,Rift,515.82,9.4,Pacific Plate,Pacific Plate,Divergent,40.11,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-11-23
EVT20040807_0378,Australia,Ethiopia,Region_13,81.6152,18.7446,Convergent Zone,266.22,5.6,Arabian Plate,Eurasian Plate,Transform,9.69,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2004-08-07
EVT20210407_0379,Asia,Chile,Region_73,36.2823,-41.9178,Rift,199.2,6.2,Arabian Plate,North American Plate,Divergent,85.37,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2021-04-07
EVT20230127_0380,Antarctica,China,Region_61,-69.9059,176.1267,Delamination,415.01,6.1,Arabian Plate,Indian Plate,Transform,58.88,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-01-27
EVT20020714_0381,Australia,USA,Region_4,45.4629,-44.7084,Delamination,648.11,6.7,Eurasian Plate,Pacific Plate,Divergent,66.25,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2002-07-14
EVT20230512_0382,Antarctica,India,Region_59,44.2602,9.8557,Subduction Zone,219.28,9.2,Eurasian Plate,African Plate,Divergent,22.57,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2023-05-12
EVT20161130_0383,Africa,Ethiopia,Region_13,81.8958,-168.1393,Rift,396.06,6.2,African Plate,Eurasian Plate,Transform,15.15,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2016-11-30
EVT20000915_0384,Asia,USA,Region_18,-27.4603,-81.0235,Rift,164.76,6.5,Arabian Plate,African Plate,Transform,55.7,Geological activity noted with regional uplift and seismic risk.,https://example.com/research,2000-09-15
